"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
RENSONNE,C,U,RENSONNET GEORGES SA,Service Comptabilité Fournisseurs,RUE DU VIEUX MAYEUR 35,,BE4000,,LIEGE 1,F,0,,,,,BE,0422590990,,04/252.07.10,04/252.54.68,4,0,,,0.000000,,,0.000000,,,,,,,BE,,800221585161,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0422590990,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENTYS,C,S,RENTYS,Service Comptabilité Fournisseurs,PARC DE LA NOIRE EPINE - AVE PASCAL 6,,BE1300,,WAVRE,F,0,,,,,BE,0474106997,,010/818530,010/818539,2,3,,,,BSD,GD,21.000000,,,,,,,BE,BBRBBE,777592818913,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,False,2004-06-30 00:00:00,2004-06-30 09:39:38,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0474106997,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REPRELEC,C,U,REPRELEC SA,Service Comptabilité Fournisseurs,RUE DU BIEF 81,,BE4652,,HERVE XHENDELESSE,F,0,,,,,BE,0430173422,,087/46.84.84,087/46.84.89,2,0,,,0.000000,,,0.000000,,,,,,,BE,,248003757162,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-08-14 09:20:06,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
REPRESCO,C,U,UPRC ASBL,Service Comptabilité Fournisseurs,RUE E COLSON 38 BTE 2,,BE4431,,ANS LONCIN,F,0,,,,,,,N,04/239.21.41,04/239.21.45,0,0,,,0.000000,,,0.000000,,,,,,,BE,,240080140087,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REPROPP,C,S,REPRO PP,,BLD E MACHTENSLAAN 79/83,,BE1080,,Brussel (Sint-Jans-Molenbeek),F,0,,,,,BE,0473139967,,,,3,14,,,,,,,,,,,,,,BBRBBE,310140611185,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2005-06-07 16:49:20,SCHILS,2008-08-04 10:17:44,A,000,0473139967,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RESOSAT,C,U,RESO SAT ENTERTAINMENT,Service Comptabilité Fournisseurs,RUE LAMAY 96,,BE4420,,SAINT-NICOLAS MONTEGNEE,F,0,,,,,BE,0870325867,,0476/44.76.66,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,340100233269,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,3,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:43,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
RESOURC,C,U,RE-SOURCES ENFANCES,Service Comptabilité Fournisseurs,AV. E. DE BECO 54,,BE1050,,BRUXELLES,F,0,,,,,,,X,02/646.54.56,02/675.53.67,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RESTOMEU,C,S,RESTO MEUSE SA,Service Comptabilité Fournisseurs,ESPLANADE DE L'EUROPE 2,,BE4020,,LIEGE 2,F,0,,,,,BE,0450869460,,04/342.50.00,04/342.00.57,2,3,,,0.000000,,,0.000000,,,,,,,BE,,240002761470,,0,1,0,0,,30,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,0,2,ING,0,,0,False,,2004-06-01 13:52:50,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0450869460,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RESTUNIVER,U,S,RESTAURANTS UNIVERSITAIRE,,BLD DU RECTORAT 9 B8,,BE4000,,Liège,F,0,,,,,,,N,04/366.32.95,04/366.29.28,3,1,,,,BSD,GD,0.000000,,,,,,,,BBRBBE,091009020019,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-11-21 14:24:46,SCHILS,2008-01-07 12:13:08,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
RESULTAN,C,U,RESULTANCE SA,Service Comptabilité Fournisseurs,BLD NAPOLEON 1ER 38,,BELU,,2210 LUXEMBOURG,F,0,,,,,LU,19144203,,,,0,0,,,0.000000,,,0.000000,,,,,,,LU,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,0,0,0,0,0,0,0,0,FOR,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RETINNE,C,U,CARRIERES DE RETINNE,Service Comptabilité Fournisseurs,RTE DE PARFONDVAUX 15,,BE4671,,BLEGNY SAIVE,F,0,,,,,BE,0403917106,,04/358.43.65,04/358.68.21,26,0,,,0.000000,,,0.000000,,,,,,,BE,,240023269088,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0403917106,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RETRIMEU,C,U,RETRIMEUSE SFS,Service Comptabilité Fournisseurs,"RUE DE LA GLACIERE, 40B",,BE4100,,SERAING,F,0,,,,,BE,0861538360,,04/236.62.16,04/236.69.22,1795,0,,,0.000000,,,0.000000,,,,,,,BE,,360113778578,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-08-22 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-05-03 16:29:30,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RETRIVAL,C,U,RETRIVAL,Service Comptabilité Fournisseurs,RUE DE LA PROVIDENCE 114,,BE6030,,CHARLEROI MARCHIENNE-AU-PONT,F,0,,,,,,,X,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2004-11-18 11:53:14,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REUTER,U,S,PIERRE REUTER,,AVE DE L'ABBAYE 6,,BE4160,,Anthisnes,,0,,,,,,,N,,,1,4,,,,BSD,GD,0.000000,,,,613010,A,,,BBRBBE,954627367147,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,JOURNALIST,,,,,SCHILS,2004-12-20 09:56:18,SCHILS,2008-01-07 12:13:08,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REVATECH,C,U,REVATECH,Service Comptabilité Fournisseurs,PARC IND D'EHEIN,,BE4480,,ENGIS,F,0,,,,,BE,0421012761,,,,3,0,,,0.000000,,,0.000000,,,,,,,BE,,340033695313,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0421012761,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REVICA,C,U,REVICA SPRL,Service Comptabilité Fournisseurs,AU LONG PRE 124,,BE4053,,CHAUDFONTAINE EMBOURG,F,0,,,,,BE,0455609394,,04/367.60.96,04/367.60.96,65,0,,,0.000000,,,0.000000,,,,,,,BE,,068215295466,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0455609394,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REXEL,C,S,REXEL BELGIUM SA,Service Comptabilité Fournisseurs,PONT LEOPOLD 1,,BE4800,,VERVIERS,F,0,,,,,BE,0437237396,,087/30.72.11,087/34.05.19,12,20,,,0.000000,,,0.000000,,,,,,,BE,,248000760266,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2005-08-22 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0437237396,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REYSERHO,C,U,REYSERHOVE FRANCIS,Service Comptabilité Fournisseurs,RUE D'ACHET 15B,,BE5360,,HAMOIS,F,0,,,,,,,N,0475/24.87.03,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,732619106894,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2005-05-03 16:29:31,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGBOUTIQ,C,U,RG BOUTIQUE,Mme HODEIGE,GALERIE OPERA - PL DE LA REP FRANCAISE,,BE4000,,LIEGE 1,F,0,,,,,,,X,04/237.00.39,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGF,C,U,GAUTHIER & DEFORGES SA,Service Comptabilité Fournisseurs,AVE DU CHÊNE 146,,BE4802,,VERVIERS HEUSY,F,0,,,,,,,N,087/22.63.44,087/23.01.53,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-02-08 12:06:45,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGFEMB,C,U,RGF,Service Comptabilité Fournisseurs,SENTIER DU LIEVRE 95,,BE4053,,CHAUDFONTAINE EMBOURG,F,0,,,,,,,N,,,8,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-03-20 17:25:17,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGP,C,U,RGP SA,Service Comptabilité Fournisseurs,BLD E JACQMAIN 127,,BE1000,,BRUXELLES,F,0,,,,,BE,0428185318,,02/211.29.59,02/211.29.97,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0428185318,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGS,C,U,RGS,Service Comptabilité Fournisseurs,HOLIGUETTE 471,,BE4654,,HERVE CHARNEUX,F,0,,,,,BE,0774097513,,087/68.70.43,087/68.85.09,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0774097513,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGT,C,S,RGT MARKETING & COMMUNICATION,Service Comptabilité Fournisseurs,RUE A DONNAY 22,,BE4130,,ESNEUX,F,0,,,,,BE,0872060880,,04/388.32.59,,12,4,,,0.000000,,,0.000000,,,,,,,BE,,063150006996,,0,0,0,0,,30,0.000000,0.000000,0,0,,,,2004-08-23 00:00:00,1,,,0.000000,0,0,,,,ING,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0754203407,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RGTRADIN,C,U,RG TRADING,Service Comptabilité Fournisseurs,CHEMIN DU PRE LESTAY 15,,BE4900,,SPA,F,0,,,,,BE,0652318664,,087/77.55.85,087/77.64.01,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0652318664,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RHEMAI,C,U,RHEMAI INDUSTRIES SA,Service Comptabilité Fournisseurs,PARC IND DES HAUTS SARTS - 3EME AVENUE,,BE4040,,HERSTAL,F,0,,,,,BE,0458074085,,04/256.94.10,04/256.94.17,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0458074085,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RHESSOR,C,U,RHESSOR SCS,Service Comptabilité Fournisseurs,RUE DES MINEURS 48,,BE4040,,HERSTAL,F,0,,,,,BE,0894495396,,0498/54.40.55,04/240.15.04,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-01-30 10:31:00,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIBS,C,U,RIBS COMMUNICATION SPRL,Service Comptabilité Fournisseurs,RTE DU CONDROZ 502 B,,BE4031,,LIEGE ANGLEUR,F,0,,,,,BE,0477418855,,04/337.99.65,04/336.80.02,2728,0,,,0.000000,,,0.000000,,,,,,,BE,,732009889809,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-05 08:58:37,M,,0477418855,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RICHARD,C,U,RICHARD,Service Comptabilité Fournisseurs,RUE DE FRANCE 74,,BE6820,,FLORENVILLE,F,0,,,,,BE,0417854125,,0495/50.21.50,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,NEURAY,2005-07-05 14:48:55,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RICOH,C,U,JPS JANSSEN PROSERVICES,Service Comptabilité Fournisseurs,AVE DE L'INDEPENDANCE 51,,BE4020,,LIEGE 2,F,0,,,,,BE,0401822993,,04/362.83.61,04/362.07.28,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-09-11 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0401822993,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RIEDEL,C,U,RIEDEL SA,Service Comptabilité Fournisseurs,RUE DE LA VIOLETTE 9,,BE4000,,LIEGE 1,F,0,,,,,BE,0426510186,,04/223.73.45,04/223.73.45,15,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2006-05-24 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0426510186,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RIGA,C,U,RIGA (BOULANGERIE PATISSERIE) SA,Service Comptabilité Fournisseurs,AVE D'ESNEUX 244,,BE4130,,ESNEUX TILFF,F,0,,,,,BE,0431843901,,04/388.13.24,04/388.31.30,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-03-10 11:13:43,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGAUX,C,U,JM RIGAUX AVOCAT SPRL,Service Comptabilité Fournisseurs,BLD D'AVROY 270,,BE4000,,LIEGE 1,F,0,,,,,,,N,,,5,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:43,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
RIGHT,C,U,RIGHT MANAGEMENT CONSULTANTS SA,Service Comptabilité Fournisseurs,PARC IND DES HAUTS SARTS - 1ERE AVENUE 6,,BE4040,,HERSTAL,F,0,,,,,BE,0454921981,,04/240.48.18,04/240.47.79,3,0,,,0.000000,,,0.000000,,,,,,,BE,,210090164481,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0454921981,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RIGO,C,U,JEAN-MARIE RIGO SPRL,Service Comptabilité Fournisseurs,BLD DES GÉRARDCHAMPS 156,,BE4800,,VERVIERS,F,0,,,,,BE,0459501767,,087/47.43.57,087/47.52.30,82,0,,,0.000000,,,0.000000,,,,,,,BE,,068215297486,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0459501767,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RIKKERS,C,U,RIKKERS,Service Comptabilité Fournisseurs,RUE DE CHAUDFONTAINE 13,,BE4020,,LIEGE 2,F,0,,,,,,,N,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:43,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
RINALDI,C,U,RINALDI YVO (ENTREPRISES) SA,Service Comptabilité Fournisseurs,PARC IND D'IVOZ RAMET- PARC INDUSTRIEL 4,,BE4400,,FLEMALLE IVOZ-RAMET,F,0,,,,,BE,0403977284,,04/337.58.00,04/337.58.57,242,0,,,0.000000,,,0.000000,,,,,,,BE,,240082692706,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0403977284,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RINOL,C,U,RINOL BENELUX SA,Service Comptabilité Fournisseurs,PARC IND DES HAUTS SARTS - RUE DE TILICE,,BE4040,,HERSTAL,F,0,,,,,BE,0415809997,,04/278.00.70,04/278.00.90,3,0,,,0.000000,,,0.000000,,,,,,,BE,,550373520014,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0415809997,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RISCSECU,C,U,RISC -SECURITY,Service Comptabilité Fournisseurs,RUE STROOBANTS 48A,,BE1140,,BRUXELLES EVERE,F,0,,,,,BE,0478085482,,02/290.09.40,02/290.09.49,6,0,,,0.000000,,,0.000000,,,,,,,BE,,688100395712,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-03-28 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-02-05 10:30:47,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
RISTERM,C,U,RIS TERM SA,Service Comptabilité Fournisseurs,RUE DE LA METALLURGIE 25,,BE4530,,VILLERS-LE-BOUILLET,F,0,,,,,BE,0429837583,,04/248.07.97,04/273.81.31,184,0,,,0.000000,,,0.000000,,,,,,,BE,,240062955125,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2007-01-30 00:00:00,3,,,0.000000,0,0,,,,,0,,1,True,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0429837583,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RIVERS,C,U,RIVERS SA,Service Comptabilité Fournisseurs,RUE SLAR     ZI,,BE4801,,VERVIERS STEMBERT,F,0,,,,,BE,0469297084,,087/85.30.22,087/85.30.93,4,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,1,0,0,,,0.000000,0.000000,0,0,,,,2004-08-23 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0469297084,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
